cCRE_id	X10.5	X11.5	X12.5	X13.5	X14.5	X15.5	X16.5	X21.0
EM10D3111798	2.29073366636954	2.81781406221749	3.03203235378896	3.08707968280835	3.09938587305992	3.10204805394699	3.10261982706549	3.10274243998528
EM10D3228524	1.62958748638043	1.60251425422149	1.56461597934179	1.51308367732068	1.44571332493946	1.36202349336449	1.26441594909854	1.15861041972093
EM10D3360524	1.24561092135098	1.25432641465426	1.2713705427288	1.30470225301868	1.36988616128609	1.49736061837635	1.74665121735456	2.23416684701099
EM10D0144246	1.92265260038112	2.01453994115168	2.22955836852258	2.43480368195092	2.51693257926945	2.53807509249146	2.54283806152758	2.54387763550249
EM10D1047237	1.44726021325062	1.44020555489426	1.34014945343893	1.11954446308323	1.08206670365814	1.07996880889247	1.07986338380165	1.07985811604938
EM10D1059602	3.02647297910683	2.46170039592424	2.1907500866651	2.06076168074981	1.99839981967761	1.96848177070709	1.95412861649721	1.9472427059595
